Time,Parameter 1,Parameter 2,Parameter 3
2025-06-25 23:45:00,36.99,60.42,6.87
2025-06-26 00:00:00,36.99,59.04,6.88
2025-06-26 00:15:00,36.99,58.36,6.88
2025-06-26 00:30:00,36.99,60.71,6.88
2025-06-26 00:45:00,36.99,59.73,6.88
2025-06-26 01:00:00,36.99,59.21,6.88
2025-06-26 01:15:00,36.99,59.65,6.88
2025-06-26 01:30:00,36.99,59.49,6.87
2025-06-26 01:45:00,36.99,61.13,6.87
2025-06-26 02:00:00,36.99,60.33,6.87
2025-06-26 02:15:00,36.99,59.56,6.87
2025-06-26 02:30:00,36.99,59.58,6.86
2025-06-26 02:45:00,36.99,60.22,6.86
2025-06-26 03:00:00,36.99,59.96,6.86
2025-06-26 03:15:00,36.99,60.30,6.86
2025-06-26 03:30:00,36.99,59.08,6.87
2025-06-26 03:45:00,36.99,60.35,6.87
2025-06-26 04:00:00,36.99,60.65,6.87
2025-06-26 04:15:00,36.99,59.14,6.87
2025-06-26 04:30:00,36.99,60.17,6.88
2025-06-26 04:45:00,36.98,58.73,6.88
2025-06-26 05:00:00,36.98,59.73,6.88
2025-06-26 05:15:00,36.98,60.81,6.88
2025-06-26 05:30:00,36.98,60.67,6.88
2025-06-26 05:45:00,36.98,59.95,6.88
2025-06-26 06:00:00,36.98,58.55,6.88
2025-06-26 06:15:00,36.98,60.56,6.88
2025-06-26 06:30:00,36.98,61.05,6.88
2025-06-26 06:45:00,36.98,58.90,6.88
2025-06-26 07:00:00,36.98,58.78,6.88
2025-06-26 07:15:00,36.98,59.82,6.88
2025-06-26 07:30:00,36.98,60.48,6.88
2025-06-26 07:45:00,36.98,60.04,6.88
2025-06-26 08:00:00,36.98,59.71,6.88
2025-06-26 08:15:00,36.98,60.51,6.88
2025-06-26 08:30:00,36.98,59.19,6.88
2025-06-26 08:45:00,36.98,60.61,6.88
2025-06-26 09:00:00,36.97,59.29,6.88
2025-06-26 09:15:00,36.97,59.69,6.88
2025-06-26 09:30:00,36.97,60.19,6.88
2025-06-26 09:45:00,36.97,59.84,6.88
2025-06-26 10:00:00,36.97,60.33,6.88
2025-06-26 10:15:00,36.97,59.62,6.88
2025-06-26 10:30:00,36.97,58.74,6.88
2025-06-26 10:45:00,36.97,58.83,6.88
2025-06-26 11:00:00,36.97,60.28,6.88
2025-06-26 11:15:00,36.97,58.85,6.88
2025-06-26 11:30:00,36.97,59.53,6.88
2025-06-26 11:45:00,36.97,60.27,6.88
2025-06-26 12:00:00,36.97,59.02,6.88
2025-06-26 12:15:00,36.97,59.96,6.88
2025-06-26 12:30:00,36.96,60.38,6.88
2025-06-26 12:45:00,36.96,60.09,6.88
2025-06-26 13:00:00,36.96,60.58,6.88
2025-06-26 13:15:00,36.96,59.56,6.88
2025-06-26 13:30:00,36.96,59.19,6.88
2025-06-26 13:45:00,36.96,60.31,6.88
2025-06-26 14:00:00,36.96,60.03,6.88
2025-06-26 14:15:00,36.96,61.44,6.88
2025-06-26 14:30:00,36.96,58.89,6.87
2025-06-26 14:45:00,36.96,59.93,6.87
2025-06-26 15:00:00,36.96,58.17,6.87
2025-06-26 15:15:00,36.96,59.93,6.87
2025-06-26 15:30:00,36.96,60.42,6.87
2025-06-26 15:45:00,36.96,59.59,6.87
2025-06-26 16:00:00,36.95,59.94,6.87
2025-06-26 16:15:00,36.95,60.99,6.87
2025-06-26 16:30:00,36.95,59.68,6.87
2025-06-26 16:45:00,36.95,60.34,6.87
2025-06-26 17:00:00,36.95,61.03,6.87
2025-06-26 17:15:00,36.95,61.25,6.87
2025-06-26 17:30:00,36.95,60.11,6.86
2025-06-26 17:45:00,36.95,58.56,6.86
2025-06-26 18:00:00,36.95,60.05,6.86
2025-06-26 18:15:00,36.95,61.29,6.87
2025-06-26 18:30:00,36.95,60.63,6.87
2025-06-26 18:45:00,36.95,59.20,6.87
2025-06-26 19:00:00,36.95,61.06,6.87
2025-06-26 19:15:00,36.95,61.57,6.87
2025-06-26 19:30:00,36.94,58.60,6.87
2025-06-26 19:45:00,36.94,60.13,6.87
2025-06-26 20:00:00,36.94,59.99,6.88
2025-06-26 20:15:00,36.99,59.69,6.88
2025-06-26 20:30:00,37.02,60.18,6.88
2025-06-26 20:45:00,37.05,59.30,6.88
2025-06-26 21:00:00,37.08,60.79,6.88
2025-06-26 21:15:00,37.09,60.11,6.88
2025-06-26 21:30:00,37.08,60.69,6.88
2025-06-26 21:45:00,37.08,60.55,6.88
2025-06-26 22:00:00,37.08,60.37,6.88
2025-06-26 22:15:00,37.08,60.20,6.88
2025-06-26 22:30:00,37.08,60.61,6.88
2025-06-26 22:45:00,37.08,59.26,6.88
2025-06-26 23:00:00,37.08,60.45,6.88
2025-06-26 23:15:00,37.08,59.81,6.88
2025-06-26 23:30:00,37.08,62.97,6.88
2025-06-26 23:45:00,37.07,59.43,6.88
2025-06-27 00:00:00,37.07,59.75,6.87
2025-06-27 00:15:00,37.07,60.23,6.87
2025-06-27 00:30:00,37.07,59.42,6.87
2025-06-27 00:45:00,37.07,59.05,6.87
2025-06-27 01:00:00,37.07,61.44,6.87
2025-06-27 01:15:00,37.07,59.77,6.87
2025-06-27 01:30:00,37.07,60.39,6.87
2025-06-27 01:45:00,37.06,59.90,6.87
2025-06-27 02:00:00,37.06,59.89,6.87
2025-06-27 02:15:00,37.06,58.52,6.87
2025-06-27 02:30:00,37.06,59.40,6.87
2025-06-27 02:45:00,37.06,59.48,6.87
2025-06-27 03:00:00,37.06,58.71,6.87
2025-06-27 03:15:00,37.06,59.98,6.87
2025-06-27 03:30:00,37.06,59.86,6.86
2025-06-27 03:45:00,37.05,60.28,6.86
2025-06-27 04:00:00,37.05,60.88,6.86
2025-06-27 04:15:00,37.05,59.99,6.86
2025-06-27 04:30:00,37.05,59.80,6.86
2025-06-27 04:45:00,37.05,60.26,6.86
2025-06-27 05:00:00,37.05,60.14,6.86
2025-06-27 05:15:00,37.05,60.72,6.86
2025-06-27 05:30:00,37.05,61.46,6.86
2025-06-27 05:45:00,37.05,59.42,6.86
2025-06-27 06:00:00,37.04,58.85,6.86
2025-06-27 06:15:00,37.04,61.77,6.86
2025-06-27 06:30:00,37.04,60.16,6.87
2025-06-27 06:45:00,37.04,59.82,6.87
2025-06-27 07:00:00,37.04,60.13,6.87
2025-06-27 07:15:00,37.04,61.22,6.87
2025-06-27 07:30:00,37.04,60.47,6.87
2025-06-27 07:45:00,37.04,59.97,6.87
2025-06-27 08:00:00,37.03,60.00,6.87
2025-06-27 08:15:00,37.03,59.74,6.87
2025-06-27 08:30:00,37.03,62.49,6.88
2025-06-27 08:45:00,37.03,60.64,6.91
2025-06-27 09:00:00,37.03,59.37,6.93
2025-06-27 09:15:00,37.03,59.11,6.92
2025-06-27 09:30:00,37.03,60.15,6.91
2025-06-27 09:45:00,37.03,60.28,6.90
2025-06-27 10:00:00,37.02,59.73,6.90
2025-06-27 10:15:00,37.02,60.41,6.90
2025-06-27 10:30:00,37.02,60.85,6.90
2025-06-27 10:45:00,37.02,59.30,6.90
2025-06-27 11:00:00,37.02,59.78,6.89
2025-06-27 11:15:00,37.02,59.91,6.89
2025-06-27 11:30:00,37.02,59.73,6.89
2025-06-27 11:45:00,37.02,59.86,6.89
2025-06-27 12:00:00,37.02,59.49,6.89
2025-06-27 12:15:00,37.01,59.09,6.89
2025-06-27 12:30:00,37.01,60.77,6.89
2025-06-27 12:45:00,37.01,59.63,6.89
2025-06-27 13:00:00,37.01,60.68,6.89
2025-06-27 13:15:00,37.01,59.05,6.89
2025-06-27 13:30:00,37.01,60.69,6.89
2025-06-27 13:45:00,37.01,59.04,6.89
2025-06-27 14:00:00,37.01,62.02,6.88
2025-06-27 14:15:00,37.00,59.68,6.88
2025-06-27 14:30:00,37.00,59.90,6.88
2025-06-27 14:45:00,37.00,60.31,6.88
2025-06-27 15:00:00,37.00,59.88,6.88
2025-06-27 15:15:00,36.96,60.91,6.88
2025-06-27 15:30:00,37.03,61.91,6.88
2025-06-27 15:45:00,36.96,61.85,6.88
2025-06-27 16:00:00,36.98,60.43,6.87
2025-06-27 16:15:00,37.04,59.48,6.87
2025-06-27 16:30:00,37.02,59.33,6.87
2025-06-27 16:45:00,37.03,59.13,6.87
2025-06-27 17:00:00,37.05,59.78,6.87
2025-06-27 17:15:00,36.88,60.71,6.87
2025-06-27 17:30:00,37.03,60.02,6.87
2025-06-27 17:45:00,37.09,60.02,6.87
2025-06-27 18:00:00,36.98,61.51,6.87
2025-06-27 18:15:00,37.02,59.03,6.87
2025-06-27 18:30:00,37.00,60.88,6.87
2025-06-27 18:45:00,36.98,60.38,6.87
2025-06-27 19:00:00,36.93,60.41,6.87
2025-06-27 19:15:00,36.92,59.19,6.87
2025-06-27 19:30:00,37.02,61.30,6.87
2025-06-27 19:45:00,37.01,61.01,6.87
2025-06-27 20:00:00,36.92,61.05,6.88
2025-06-27 20:15:00,37.01,60.19,6.88
2025-06-27 20:30:00,36.98,60.27,6.88
2025-06-27 20:45:00,36.99,58.50,6.88
2025-06-27 21:00:00,36.93,59.31,6.88
2025-06-27 21:15:00,36.99,60.25,6.88
2025-06-27 21:30:00,36.96,60.71,6.88
2025-06-27 21:45:00,37.06,60.69,6.88
2025-06-27 22:00:00,36.96,60.26,6.88
2025-06-27 22:15:00,37.01,59.87,6.88
2025-06-27 22:30:00,36.95,60.10,6.88
2025-06-27 22:45:00,36.98,58.72,6.88
2025-06-27 23:00:00,36.97,59.72,6.88
2025-06-27 23:15:00,36.94,61.18,6.88
2025-06-27 23:30:00,36.96,61.01,6.88
2025-06-27 23:45:00,36.99,59.49,6.88
2025-06-28 00:00:00,36.98,60.23,6.88
2025-06-28 00:15:00,37.02,59.29,6.88
2025-06-28 00:30:00,36.99,61.32,6.88
2025-06-28 00:45:00,37.00,62.89,6.88
2025-06-28 01:00:00,37.01,59.37,6.88
2025-06-28 01:15:00,37.00,59.35,6.88
2025-06-28 01:30:00,36.99,61.58,6.88
2025-06-28 01:45:00,36.97,60.10,6.88
2025-06-28 02:00:00,36.99,60.16,6.88
2025-06-28 02:15:00,36.99,59.02,6.88
2025-06-28 02:30:00,36.92,58.38,6.88
2025-06-28 02:45:00,36.95,61.12,6.88
2025-06-28 03:00:00,37.01,60.60,6.87
2025-06-28 03:15:00,36.98,59.77,6.87
2025-06-28 03:30:00,37.01,59.94,6.87
2025-06-28 03:45:00,37.02,60.14,6.87
2025-06-28 04:00:00,37.02,59.31,6.87
2025-06-28 04:15:00,36.99,59.71,6.87
2025-06-28 04:30:00,37.04,60.51,6.87
2025-06-28 04:45:00,36.97,60.72,6.87
2025-06-28 05:00:00,36.97,60.69,6.87
2025-06-28 05:15:00,37.01,59.88,6.87
2025-06-28 05:30:00,36.96,60.45,6.87
2025-06-28 05:45:00,37.04,59.72,6.87
2025-06-28 06:00:00,36.98,59.90,6.87
2025-06-28 06:15:00,36.93,59.99,6.87
2025-06-28 06:30:00,36.97,60.51,6.86
2025-06-28 06:45:00,37.00,61.11,6.86
2025-06-28 07:00:00,37.08,60.06,6.86
2025-06-28 07:15:00,37.01,59.57,6.86
2025-06-28 07:30:00,36.98,60.13,6.86
2025-06-28 07:45:00,36.96,61.29,6.86
2025-06-28 08:00:00,37.02,59.68,6.86
2025-06-28 08:15:00,37.00,59.06,6.86
2025-06-28 08:30:00,36.95,60.60,6.86
2025-06-28 08:45:00,36.95,59.73,6.86
2025-06-28 09:00:00,36.99,59.42,6.86
2025-06-28 09:15:00,37.12,59.65,6.86
2025-06-28 09:30:00,36.95,60.75,6.86
2025-06-28 09:45:00,37.00,59.98,6.85
2025-06-28 10:00:00,37.02,61.52,6.85
2025-06-28 10:15:00,36.96,60.25,6.85
2025-06-28 10:30:00,36.95,59.62,6.85
2025-06-28 10:45:00,36.94,59.70,6.84
2025-06-28 11:00:00,36.95,59.11,6.84
2025-06-28 11:15:00,36.92,60.11,6.85
2025-06-28 11:30:00,37.03,59.55,6.85
2025-06-28 11:45:00,37.01,60.52,6.85
2025-06-28 12:00:00,37.01,59.93,6.85
2025-06-28 12:15:00,36.99,59.96,6.85
2025-06-28 12:30:00,37.00,61.73,6.85
2025-06-28 12:45:00,36.98,61.29,6.88
2025-06-28 13:00:00,36.92,59.58,6.91
2025-06-28 13:15:00,36.99,58.60,6.92
2025-06-28 13:30:00,37.01,59.11,6.91
2025-06-28 13:45:00,37.00,59.02,6.90
2025-06-28 14:00:00,37.03,59.48,6.90
2025-06-28 14:15:00,36.96,59.07,6.89
2025-06-28 14:30:00,37.02,59.51,6.89
2025-06-28 14:45:00,36.99,60.04,6.89
2025-06-28 15:00:00,37.03,59.89,6.89
2025-06-28 15:15:00,36.95,60.25,6.89
2025-06-28 15:30:00,37.00,60.84,6.88
2025-06-28 15:45:00,36.99,60.73,6.88
2025-06-28 16:00:00,36.98,59.31,6.88
2025-06-28 16:15:00,36.96,59.74,6.88
2025-06-28 16:30:00,36.99,60.05,6.88
2025-06-28 16:45:00,36.98,60.81,6.88
2025-06-28 17:00:00,36.90,61.76,6.88
2025-06-28 17:15:00,37.02,60.02,6.88
2025-06-28 17:30:00,37.05,60.03,6.88
2025-06-28 17:45:00,37.03,60.78,6.88
2025-06-28 18:00:00,37.01,60.49,6.88
2025-06-28 18:15:00,36.98,59.73,6.88
2025-06-28 18:30:00,36.96,62.54,6.88
2025-06-28 18:45:00,36.99,60.13,6.88
2025-06-28 19:00:00,36.99,60.05,6.88
2025-06-28 19:15:00,36.90,60.31,6.88
2025-06-28 19:30:00,36.95,60.49,6.88
2025-06-28 19:45:00,37.05,61.74,6.88
2025-06-28 20:00:00,37.00,60.24,6.88
2025-06-28 20:15:00,37.06,61.03,6.88
2025-06-28 20:30:00,37.09,59.54,6.88
2025-06-28 20:45:00,37.03,60.66,6.88
2025-06-28 21:00:00,36.96,59.64,6.88
2025-06-28 21:15:00,36.99,60.35,6.88
2025-06-28 21:30:00,37.05,60.51,6.88
2025-06-28 21:45:00,37.01,60.51,6.88
2025-06-28 22:00:00,37.09,59.30,6.88
2025-06-28 22:15:00,37.09,59.87,6.88
2025-06-28 22:30:00,37.02,60.10,6.88
2025-06-28 22:45:00,36.98,60.71,6.88
2025-06-28 23:00:00,37.06,60.72,6.88
2025-06-28 23:15:00,37.00,59.11,6.88
2025-06-28 23:30:00,37.05,59.68,6.88
2025-06-28 23:45:00,37.05,59.77,6.87
2025-06-29 00:00:00,37.00,59.44,6.87
2025-06-29 00:15:00,36.93,60.54,6.87
2025-06-29 00:30:00,37.00,61.23,6.87
2025-06-29 00:45:00,36.93,60.93,6.87
2025-06-29 01:00:00,37.04,60.89,6.87
2025-06-29 01:15:00,37.02,59.95,6.87
2025-06-29 01:30:00,37.07,59.60,6.87
2025-06-29 01:45:00,37.00,61.05,6.87
2025-06-29 02:00:00,36.94,60.77,6.87
2025-06-29 02:15:00,36.97,58.53,6.87
2025-06-29 02:30:00,36.93,60.21,6.87
2025-06-29 02:45:00,36.99,60.39,6.87
2025-06-29 03:00:00,36.94,61.13,6.87
2025-06-29 03:15:00,37.01,59.42,6.87
2025-06-29 03:30:00,37.02,59.30,6.87
2025-06-29 03:45:00,37.05,59.67,6.86
2025-06-29 04:00:00,36.94,60.21,6.86
2025-06-29 04:15:00,36.99,60.73,6.86
2025-06-29 04:30:00,36.96,60.66,6.86
2025-06-29 04:45:00,36.99,59.45,6.86
2025-06-29 05:00:00,36.99,61.03,6.86
2025-06-29 05:15:00,37.00,60.08,6.86
2025-06-29 05:30:00,36.97,61.92,6.86
2025-06-29 05:45:00,37.01,60.04,6.86
2025-06-29 06:00:00,37.00,59.71,6.86
2025-06-29 06:15:00,37.07,59.35,6.86
2025-06-29 06:30:00,37.01,61.05,6.86
2025-06-29 06:45:00,36.96,60.14,6.86
2025-06-29 07:00:00,36.94,59.76,6.86
2025-06-29 07:15:00,36.95,58.95,6.86
2025-06-29 07:30:00,37.08,62.14,6.86
2025-06-29 07:45:00,36.95,59.84,6.86
2025-06-29 08:00:00,36.94,59.20,6.86
2025-06-29 08:15:00,37.01,58.18,6.86
2025-06-29 08:30:00,37.02,61.25,6.86
2025-06-29 08:45:00,37.02,60.80,6.86
2025-06-29 09:00:00,37.03,58.66,6.86
2025-06-29 09:15:00,37.01,59.03,6.86
2025-06-29 09:30:00,37.00,60.30,6.86
2025-06-29 09:45:00,36.97,61.04,6.86
2025-06-29 10:00:00,37.00,60.96,6.86
2025-06-29 10:15:00,36.94,59.52,6.86
2025-06-29 10:30:00,36.96,60.53,6.89
2025-06-29 10:45:00,36.98,61.09,6.92
2025-06-29 11:00:00,37.03,57.09,6.93
2025-06-29 11:15:00,37.01,58.31,6.91
2025-06-29 11:30:00,37.00,60.61,6.91
2025-06-29 11:45:00,37.03,61.26,6.90
2025-06-29 12:00:00,37.03,59.78,6.90
2025-06-29 12:15:00,37.03,59.89,6.89
2025-06-29 12:30:00,36.99,60.25,6.89
2025-06-29 12:45:00,37.01,59.76,6.89
2025-06-29 13:00:00,37.02,57.81,6.89
2025-06-29 13:15:00,36.97,59.88,6.89
2025-06-29 13:30:00,37.04,59.65,6.89
2025-06-29 13:45:00,36.99,59.18,6.89
2025-06-29 14:00:00,37.02,60.44,6.89
2025-06-29 14:15:00,37.00,60.47,6.89
2025-06-29 14:30:00,36.87,60.67,6.89
2025-06-29 14:45:00,36.95,60.45,6.89
2025-06-29 15:00:00,37.00,60.16,6.89
2025-06-29 15:15:00,36.89,60.68,6.88
2025-06-29 15:30:00,36.98,60.50,6.88
2025-06-29 15:45:00,36.98,59.49,6.78
2025-06-29 16:00:00,37.06,59.83,6.82
2025-06-29 16:15:00,37.00,58.23,6.85
2025-06-29 16:30:00,36.99,59.12,6.88
2025-06-29 16:45:00,37.00,58.06,6.91
2025-06-29 17:00:00,37.00,59.14,6.90
2025-06-29 17:15:00,37.03,55.79,6.90
2025-06-29 17:30:00,36.97,57.97,6.89
2025-06-29 17:45:00,36.94,59.69,6.89
2025-06-29 18:00:00,37.01,58.49,6.89
2025-06-29 18:15:00,37.04,58.20,6.89
2025-06-29 18:30:00,37.01,60.34,6.88
2025-06-29 18:45:00,36.98,61.81,6.88
2025-06-29 19:00:00,37.05,60.27,6.88
2025-06-29 19:15:00,37.01,59.35,6.88
2025-06-29 19:30:00,37.05,60.66,6.88
2025-06-29 19:45:00,36.98,60.76,6.88
2025-06-29 20:00:00,37.02,59.87,6.87
2025-06-29 20:15:00,36.99,59.12,6.87
2025-06-29 20:30:00,37.00,60.23,6.87
2025-06-29 20:45:00,36.90,60.85,6.87
2025-06-29 21:00:00,36.97,59.92,6.87
2025-06-29 21:15:00,36.95,57.56,6.88
2025-06-29 21:30:00,37.00,59.44,6.88
2025-06-29 21:45:00,37.04,62.28,6.88
2025-06-29 22:00:00,36.97,59.21,6.88
2025-06-29 22:15:00,36.98,57.95,6.88
2025-06-29 22:30:00,36.98,59.22,6.88
2025-06-29 22:45:00,37.02,61.31,6.88
2025-06-29 23:00:00,36.99,60.81,6.88
2025-06-29 23:15:00,37.04,58.78,6.88
2025-06-29 23:30:00,37.00,61.04,6.88
2025-06-29 23:45:00,36.90,60.65,6.88
2025-06-30 00:00:00,36.95,60.96,6.88
